avg_speed,max_speed,avg_top3_speed,var_speed,top_acce,var_acce,avg_top3_acce,avg_acce,tm,d_avg_speed,d_max_speed,d_avg_top3_speed,d_var_speed,d_top_acce,d_var_acce,d_avg_top3_acce,d_avg_acce,d_tm,d_d_avg_speed,d_d_max_speed,d_d_avg_top3_speed,d_d_var_speed,d_d_top_acce,d_d_var_acce,d_d_avg_top3_acce,d_d_avg_acce
9.158985241792585,14.637034687296484,14.369478909954372,16.05289515440167,3.914502337758382,3.12874487665217,3.375830163422743,-0.13843184406777212,car,4,3,3,4,4,5,5,2,2,4,3,3,4,4,5,5,2
14.783721875485488,18.940566311314537,18.94055832115366,11.753958263887505,10.848510353663672,3.6804912762033726,5.926892823353764,0.12488918311099419,car,5,4,4,3,6,6,6,6,2,5,4,4,3,6,6,6,6
10.300652619087218,18.920430684674674,18.821756191317352,42.26495937868165,1.6058433268720314,1.5120662339065898,1.4586495033295208,-0.5569591735297489,car,4,4,4,6,2,3,2,1,2,4,4,4,6,2,3,2,1
11.580293130076086,17.95026641504819,17.868209502822165,21.657150484830673,3.470125093149381,2.1111932840403678,2.7351073697202,-0.12394989937394381,car,4,4,4,5,4,4,4,2,2,4,4,4,5,4,4,4,2
7.591948668165353,14.46964202191036,13.730104364076952,12.11750905663013,3.424049408019126,1.9693404126370517,2.7156247781398264,-0.08311418505865314,car,3,3,3,3,4,4,3,3,2,3,3,3,3,4,4,3,3
1.638565135290881,2.8972359812253825,1.638565135290881,3.168504596810947,2.5267121270236865,3.1380044663829345,1.274113933989916,1.274113933989916,car,1,1,1,2,3,5,2,6,2,1,1,1,2,3,5,2,6
11.285895181950316,17.799013772767257,17.62941495677421,17.09310586956558,3.364126265315865,2.3274569633496935,3.3236790140034294,0.0664736837198923,car,4,4,4,4,4,4,4,6,2,4,4,4,4,4,4,4,6
13.089731655351176,20.530617259073598,19.873064060243095,27.331557190823446,4.536601302654127,2.21068984175892,3.3727629264889267,-0.24415997089652478,car,5,5,5,6,5,4,5,1,2,5,5,5,6,5,4,5,1
1.0963172414514273,2.423765196305892,1.7170102839187826,0.30396479226525264,0.19462571602483053,0.037461577720775276,0.09073084337948972,-0.06337869777918077,car,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,3
14.707475993620202,27.1502543963441,26.872644519349006,45.06656831275315,7.07097558633701,8.820874046142151,5.964696746459835,-0.04253533059513651,car,5,6,6,6,6,6,6,4,2,5,6,6,6,6,6,6,4
21.61387678582262,27.872264618165627,27.494123072896688,29.52752099827228,6.130462147378157,3.7486509870188143,4.412867764438281,-0.2244584721559548,car,6,6,6,6,6,6,6,1,2,6,6,6,6,6,6,6,1
8.944799197731115,14.446264751545645,13.716110346694771,5.3869383691452235,2.4027534670471855,2.1153250601591034,2.3340792712318787,-0.05360381903208739,car,4,3,3,2,3,4,3,3,2,4,3,3,2,3,4,3,3
1.1866594907054147,3.104575959990397,2.147389389978899,0.9738682786122796,0.4296980623067186,0.33694385019416045,0.24518694783924747,-0.12247066819296376,walk,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2
4.156298519390307,14.563949075228765,9.449189426982626,18.16847373347189,1.4366521857487085,7.960236241697418,0.5582880212763395,-1.3948589367618696,walk,2,3,2,5,2,6,1,1,1,2,3,2,5,2,6,1,1
2.683380217602274,5.855433727899852,4.82645082661201,2.9025906782246778,1.1830558778424145,2.118532643708809,0.8134325893910964,-0.4430988881009401,walk,2,2,2,2,2,4,2,1,1,2,2,2,2,2,4,2,1
4.073456169759347,9.205957246727381,7.53538545628324,6.722917868448224,2.985859439193594,4.7650897064605,1.5960867912469396,-0.4631192691190993,walk,2,2,2,3,3,6,2,1,1,2,2,2,3,3,6,2,1
1.8051967330547025,3.9479124956063187,2.714690010366168,0.9938252465800951,0.2115652466864566,0.035891501886047485,0.10289076372039192,-0.043767746150210445,walk,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4
1.447446112880228,3.0632532181570666,2.632499459756485,0.8404568741161156,0.21243441467974056,0.01777091660799462,0.15295628312053086,-0.01099707524874489,walk,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5
1.2531336925456282,1.900447975747881,1.851438423593616,0.24929806260504053,0.12166170040614491,0.004782298845270934,0.07299680166675157,6.75416118171537e-06,walk,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5
1.1593242540412445,2.0805463026751867,1.7365158576618267,0.22321846513912671,0.1219874396969228,0.003598869615553984,0.06623600530826289,-0.006066334018804595,walk,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5
1.9127389217217095,4.813752041197038,3.2439858515353546,1.1163116646523206,0.23215384363134745,0.06847834844977052,0.17326367028657372,-0.04563550546821044,walk,1,1,1,2,1,1,1,4,1,1,1,1,2,1,1,1,4
1.336959926985181,2.2869300567830475,1.9335329768155676,0.22523405587257153,0.0932627584077049,0.005147326670559347,0.0826239711548443,0.0038981196314448047,walk,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5
1.2360900007191369,1.809379406960969,1.6341530219633584,0.21409490160069283,0.06131755922869487,0.0029876119157831085,0.017269645039292878,-0.021755013108575274,walk,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4
1.300347004039222,3.2313172841082776,2.181825177711923,0.7424170931137439,0.14447045381151832,0.006607451369793781,0.08174308576505347,-0.0015287299435894938,walk,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5
1.2929105565445123,2.4154544780474447,2.066960770696797,0.5383587896563363,0.14154220546516214,0.0072565677351023325,0.07364734945128752,-0.01463261638132804,walk,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4
0.9491500560722436,1.7879346347362646,1.2157655153441937,0.4731648705687719,0.026311195298041552,0.001759640223689534,0.0056952602017227814,-0.01233004350507167,walk,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5
1.0460688814668497,1.9830516046099795,1.604581773639304,0.2297516621288294,0.10385964508762763,0.0035560802998345175,0.06544267568741398,-0.001587772381770111,walk,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5
1.0925466916767088,2.3767590461741457,2.0023312858701803,0.5913007767604282,0.10929525788197574,0.007602021596732804,0.08564626622997616,-0.003909798484119066,walk,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5
1.3791260768249032,3.554407986243177,2.183412362652021,0.8192034240862797,0.1948834913498611,0.013136990707474996,0.09765996661655067,-0.0062067186070338155,walk,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5
1.371457031298551,2.925947242864088,2.204066497276903,0.5388756693854747,0.25650950014810664,0.013622251746175852,0.10549469888784845,-0.011274997599981112,walk,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5
1.751760981821698,4.723513843173288,2.7929591118906103,1.9776000258346884,0.22059414938007885,0.03416801514344599,0.16601482464118664,0.02584337160653231,walk,1,1,1,2,1,1,1,5,1,1,1,1,2,1,1,1,5
2.404858451120878,4.456843589912548,3.770580838887561,1.2491339331521014,0.16190660229353523,0.03397985995473685,0.11317180581908672,-0.07528687779435617,walk,2,1,1,2,1,1,1,3,1,2,1,1,2,1,1,1,3
2.019931673846843,5.1603941317289515,3.713873185535981,1.6892124040349246,0.4080434253067958,0.051329933320930665,0.2554355801681891,-0.0044805343435369484,walk,1,1,1,2,1,1,1,5,1,1,1,1,2,1,1,1,5
1.7499785759938933,3.232232207187376,2.5569161577920982,0.9113258386530276,0.2926057880315426,0.0448943178501182,0.1460339481397519,-0.02231469849022589,walk,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4
5.3902668950534345,9.936652533489006,9.9366520146949,6.224430004325927,1.6333559703663028,1.0449653684971896,1.5151377655795368,-0.1430982415734626,car,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2
18.13458416593743,24.46136277819464,24.10103065841237,20.13408371245208,3.4315248762822526,2.316013349067635,3.365616068719317,-0.03441536819722777,car,6,5,6,5,4,4,5,4,2,6,5,6,5,4,4,5,4
13.256295447934864,17.799036471009526,17.79269637050202,13.022968383612378,3.3293713475411657,2.1636790175463543,2.628590159461462,-0.0786609908388324,car,5,4,4,4,4,4,3,3,2,5,4,4,4,4,4,3,3
6.7970120739028355,9.349392537205219,8.358706996736268,2.8134319156728873,3.293704660351543,3.3162632493233075,2.470300949879863,0.5441275714283711,car,3,2,2,2,4,6,3,6,2,3,2,2,2,4,6,3,6
14.733574062725477,21.300127988574616,21.035838918255287,35.27140283864904,2.345758676837054,1.2283919795339693,1.938601311144965,-0.17649952225179583,car,5,5,5,6,2,2,2,2,2,5,5,5,6,2,2,2,2
16.421508309221494,22.891396978215095,22.646034006761962,38.54037272493384,4.242050164252118,1.1655093181828005,2.7608885896629167,0.16564913812007592,car,5,5,5,6,5,2,4,6,2,5,5,5,6,5,2,4,6
17.26831429636985,21.84095138459479,21.840918183217003,13.581048725982406,1.9228090493539298,1.255390117211979,1.8869117999931095,-0.06667777848442176,car,6,5,5,4,2,3,2,3,2,6,5,5,4,2,3,2,3
12.513954691912678,20.102470175058926,19.65390935979488,23.515507809009577,3.316008289674844,1.9607746633363228,2.7241510543103415,-0.22342302968925107,car,5,5,5,5,4,4,3,1,2,5,5,5,5,4,4,3,1
11.145416319224593,18.89126929113527,18.156768500063688,21.22437980672258,3.3207981459816613,2.5127536713366996,2.760642512851726,-0.0503845229985988,car,4,4,4,5,4,5,4,4,2,4,4,4,5,4,5,4,4
12.101145715488524,16.689028646133075,16.48306597047224,12.484353904275936,3.6333510796489676,2.2971268900219335,2.893765660431111,-0.13350665290637764,car,4,3,4,4,4,4,4,2,2,4,3,4,4,4,4,4,2
7.068341920375948,8.293641738487949,8.293638168558095,1.2868157625795196,1.8372637645084984,1.8544933084402404,1.4950242067734518,-0.21431511508355144,car,3,2,2,2,2,4,2,1,2,3,2,2,2,2,4,2,1
12.185446212612709,18.42117692364935,18.119899955848528,24.174135675107287,5.558009274017126,2.99909961927211,4.297573498446677,0.063359407857139,car,4,4,4,5,6,5,6,6,2,4,4,4,5,6,5,6,6
18.119240687208865,20.733549601972364,20.18996162651709,0.9793584898536821,3.1193459947020905,1.426394911514091,2.795084512913393,0.00525144721627108,car,6,5,5,1,3,3,4,5,2,6,5,5,1,3,3,4,5
13.363848112142355,21.27335640810143,20.346867634905916,34.51100301760644,2.4032442635583795,1.2892216668109906,2.3295782605637645,-0.03452800396589908,car,5,5,5,6,3,3,3,4,2,5,5,5,6,3,3,3,4
14.814268134238544,19.84209826431511,19.281711987071336,25.54079951128438,1.338958344088475,1.0327933192275662,0.9977034006329154,-0.484177731627387,car,5,5,5,5,2,2,2,1,2,5,5,5,5,2,2,2,1
15.037471153661693,19.034413207442917,18.966416876849248,23.793916741852126,2.4464024105360735,1.0699574677510555,2.237997140249807,0.3900509073181676,car,5,4,4,5,3,2,3,6,2,5,4,4,5,3,2,3,6
16.475444269182997,19.35128959932021,19.28611961306564,12.866052104865107,2.5956435394849304,1.361606225533038,2.266892179079622,-0.17405396754598293,car,5,4,5,4,3,3,3,2,2,5,4,5,4,3,3,3,2
11.696167316800098,17.97187566030176,17.31711109952852,19.154980269642085,2.124859929916905,1.6519778211338438,2.0363311597626548,-0.11082939709884006,car,4,4,4,5,2,3,3,2,2,4,4,4,5,2,3,3,2
14.577651657962797,20.90030698661745,19.84536248294789,17.957244841084087,3.1521769288892862,2.7822252750520624,2.844467806084987,-0.20283179930575218,car,5,5,5,4,3,5,4,1,2,5,5,5,4,3,5,4,1
15.435235321258109,20.56055410650699,20.012301880993935,22.795846194052874,5.432691174832841,2.9330260297801236,3.726774905648417,-0.06143718061832452,car,5,5,5,5,5,5,5,3,2,5,5,5,5,5,5,5,3
17.195220488197904,23.974602872269358,23.627441408870038,36.59365711489923,7.917639817031892,7.187931217560018,7.507929614183684,-0.05704050874512072,car,5,5,6,6,6,6,6,3,2,5,5,6,6,6,6,6,3
9.84503217239604,17.834968000986997,17.630818720334176,22.079200774165834,4.246140726777111,2.595388403363179,3.344197950194561,-0.1592781679460375,car,4,4,4,5,5,5,5,2,2,4,4,4,5,5,5,5,2
5.247973919139868,10.13563948107249,9.35359369064608,6.605872185780388,2.1630307184243653,1.3777083801813712,1.831648991121199,-0.20038453949436538,car,2,2,2,3,2,3,2,1,2,2,2,2,3,2,3,2,1
9.382127254952367,15.665811501079377,14.806651909256994,14.050178404109017,12.960548987005804,4.386734848232104,6.230486237970574,-0.025096150805497732,car,4,3,3,4,6,6,6,4,2,4,3,3,4,6,6,6,4
9.695657620801425,15.201484685130879,14.786843344287957,11.827399079230593,3.8780874033221258,1.6817132127000367,2.8328131076013463,-0.07553264588741475,car,4,3,3,3,4,3,4,3,2,4,3,3,3,4,3,4,3
9.34249636889004,18.248999478973346,17.256003482171916,30.80060019011508,9.136286579515815,3.602905887072705,4.774772969284309,-0.09351378621188096,car,4,4,4,6,6,6,6,3,2,4,4,4,6,6,6,6,3
4.167914660417437,7.822083127955471,7.439614985458927,5.102068917271316,3.247058865388488,2.062387947188085,2.580854076119642,-0.07572558507056178,car,2,2,2,2,3,4,3,3,2,2,2,2,2,3,4,3,3
12.536970664294724,20.374760111798732,18.596820505096215,8.735234002611115,2.7580760981847092,1.6284115432073898,2.4209192950709464,0.14252927391585282,car,5,5,4,3,3,3,3,6,2,5,5,4,3,3,3,3,6
18.227328087684768,25.04802889503976,24.873863406795707,19.718752520224864,3.317366369741084,1.6388310898282434,3.056288146891639,-0.1896721558781326,car,6,6,6,5,4,3,4,1,2,6,6,6,5,4,3,4,1
13.239326182182875,21.84111075027287,21.84108640286941,47.269583769209085,2.6813941375187866,1.4362954162899089,2.633842966428668,-0.033290866289919105,car,5,5,5,6,3,3,3,4,2,5,5,5,6,3,3,3,4
11.04127548621503,20.506720324914777,19.454621634280425,31.15596075001756,3.931342810153236,1.5338148721364235,3.084378466115677,0.1617868392737228,car,4,5,5,6,4,3,4,6,2,4,5,5,6,4,3,4,6
13.617540709658476,20.507157209439157,20.094343181509633,32.06143775867708,2.656261442766313,1.318621607339862,2.4638363219485395,0.059324324464176834,car,5,5,5,6,3,3,3,6,2,5,5,5,6,3,3,3,6
15.71791175965376,21.03820361288044,20.742992859530858,31.380860992945372,2.676741848133439,1.5135422734013135,2.454242255267579,-0.2508027811541594,car,5,5,5,6,3,3,3,1,2,5,5,5,6,3,3,3,1
2.079363660062001,3.9705708570894678,3.7072942629091634,2.0796883744330046,1.3237983280679932,0.7569594265295738,0.890512487619285,-0.23949431986235645,car,2,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1
15.789905027637133,21.03977777756479,21.039754411495093,29.341774842338452,2.8067322651502558,1.2116411977673414,2.410155392764548,0.13453608996791777,car,5,5,5,6,3,2,3,6,2,5,5,5,6,3,2,3,6
17.401522980074667,21.388909999642458,21.388906609509817,9.732749907963797,2.1694045111490183,1.6659924083570883,1.9847255239200703,-0.1674584900060302,car,6,5,5,3,2,3,2,2,2,6,5,5,3,2,3,2,2
7.596880246787178,15.579250325256028,15.209389489808393,18.93302427623476,3.3554878427983166,2.8372815350520586,3.1119874491598054,-0.0025256151505708225,car,3,3,3,5,4,5,4,5,2,3,3,3,5,4,5,4,5
2.4883502016680743,5.059278604819754,5.0180952847671145,2.4117194414855323,1.768792333914564,1.1040760261959037,1.6255665292058665,-0.16695072445128492,car,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
1.6660420126853714,13.360362777341956,6.757789800268526,3.593942493522973,11.37499252282947,6.448848810525091,4.885793706298451,-0.06226996931345365,car,1,3,2,2,6,6,6,3,2,1,3,2,2,6,6,6,3
9.460386030962471,15.669250372174048,14.66314489413127,15.780335637983008,3.408414796677002,2.033785674679152,3.1316455014186704,-0.0063972846750017884,car,4,3,3,4,4,4,4,5,2,4,3,3,4,4,4,4,5
13.015257805362486,19.867414456217595,19.43014248275672,30.70076562613532,3.408421011602325,1.5960168780676407,3.0531372097824696,0.12145291944499326,car,5,5,5,6,4,3,4,6,2,5,5,5,6,4,3,4,6
14.577375440191169,21.64577800819623,20.706029823244403,38.98319410652192,2.5959542897155927,1.4649719194389292,2.4932605049211447,-0.031364132143028196,car,5,5,5,6,3,3,3,4,2,5,5,5,6,3,3,3,4
19.05306258131535,24.264186394076397,23.574348463449223,6.162774004122368,3.9510428404285705,2.418748666024002,3.579379131869677,-0.032277616363738916,car,6,5,6,3,4,5,5,4,2,6,5,6,3,4,5,5,4
8.969630193411176,21.98481935618515,20.70047068344868,54.25259183715418,4.131503661440796,4.978822359237162,3.343043387068794,0.06292246840810192,car,4,5,5,6,5,6,5,6,2,4,5,5,6,5,6,5,6
10.83229638290669,24.08441873914823,23.60323174253539,31.544727598042055,3.3253314433179586,2.554593273100523,3.2525560421083255,-0.0340509208180832,car,4,5,6,6,4,5,4,4,2,4,5,6,6,4,5,4,4
16.17929888590675,21.32775554566915,20.708034055488316,18.776174301972617,4.7528088034789135,2.873521557211427,3.848998758053743,-0.09421972448051287,car,5,5,5,5,5,5,5,3,2,5,5,5,5,5,5,5,3
14.386713206962968,19.194802175033832,19.178730452363254,23.73540305473918,3.986467586189967,1.5840156200662112,3.0847238652052495,-0.02411220741193879,car,5,4,5,5,4,3,4,4,2,5,4,5,5,4,3,4,4
12.919271637275648,19.194302384785953,18.404491542688813,13.91460154613461,4.245279096827356,2.568743546923319,3.6730619172351004,-0.05550306874191491,car,5,4,4,4,5,5,5,3,2,5,4,4,4,5,5,5,3
3.571898928107079,9.864503695244576,8.220419745863014,8.381066724236248,1.0838685458625688,1.0480939305658876,0.6523427051832359,-0.6671067906524916,car,2,2,2,3,2,2,2,1,2,2,2,2,3,2,2,2,1
7.372869309999956,14.965022422525713,14.75846472959139,17.409624854994885,4.246665585221217,3.398042188989689,4.189304881624676,0.0738590796667382,car,3,3,3,4,5,6,5,6,2,3,3,3,4,5,6,5,6
7.898636377343961,14.579579793144331,14.205371154185448,14.619765828856806,5.493614964934487,3.684868488290531,4.421319363234706,-0.025590720552017582,car,3,3,3,4,5,6,6,4,2,3,3,3,4,5,6,6,4
10.981298285806302,17.85995254729794,17.477329131396413,21.68348021717572,2.7037696004486698,2.112154268216024,2.6492651518057397,-0.06917476738430879,car,4,4,4,5,3,4,3,3,2,4,4,4,5,3,4,3,3
2.1948565398519446,13.201975654448319,10.876254814991682,3.603630532044045,3.0884063619556485,1.045954450055261,2.4519485339883462,-0.1095120137133817,walk,2,3,2,2,3,2,3,3,1,2,3,2,2,3,2,3,3
1.7226524545474058,4.445004537468988,3.8652966673727716,0.4930196191173187,3.0626589314559416,0.7933156472845502,2.261788752201706,-0.05088309929806504,walk,1,1,1,1,3,2,3,4,1,1,1,1,1,3,2,3,4
1.8591076062697118,4.7394053512676315,4.5419386398638295,0.9137453725421787,3.4336407303019483,1.5932774165659989,2.987663285963054,0.03726612816207639,walk,1,1,1,1,4,3,4,6,1,1,1,1,1,4,3,4,6
2.271676110639638,14.280060973746068,9.186839939337974,4.068142556099546,4.41771348405023,4.984873515647324,3.8610493876310414,-0.2513123194748176,walk,2,3,2,2,5,6,5,1,1,2,3,2,2,5,6,5,1
2.31070387832304,8.632081364591818,7.812108736012803,2.7945428329298045,6.64743547594863,4.889528155941472,6.6024382557088765,-0.0910115824741389,walk,2,2,2,2,6,6,6,3,1,2,2,2,2,6,6,6,3
1.957895035364028,6.054590366564756,5.767133863700632,1.4849198872974132,4.943339232374228,2.239704717017262,4.217679789350112,-0.08170013303269269,walk,1,2,2,2,5,4,5,3,1,1,2,2,2,5,4,5,3
1.6796228844126113,4.520410018161898,3.9849807893531413,0.9709587124778739,2.33490495900291,1.3060486736363246,1.9934548226832753,-0.13531638472912036,walk,1,1,1,1,2,3,3,2,1,1,1,1,1,2,3,3,2
1.4657629251414643,3.717273851550092,3.4615935531735906,0.52304195270186,2.2225022690879337,0.8226379031861231,2.0792776476999895,-0.08244226094249547,walk,1,1,1,1,2,2,3,3,1,1,1,1,1,2,2,3,3
1.4161791084742628,3.33375340398534,2.691067555889042,0.3325076650822223,2.2225022683810547,0.6366436029599328,1.4403681516370879,-0.06717562792108579,walk,1,1,1,1,2,2,2,3,1,1,1,1,1,2,2,2,3
7.491486351922444,16.749783430972567,16.354279289579612,21.970513310513503,5.384143448006332,1.798319996712032,3.975971960591322,0.07355658641644788,car,3,3,4,5,5,4,5,6,2,3,3,4,5,5,4,5,6
13.837033183864035,23.16770405806094,22.662574999811866,19.232645551122417,3.9039093830542626,2.629397010657634,2.944062108364283,-0.002248306334394737,car,5,5,5,5,4,5,4,5,2,5,5,5,5,4,5,4,5
31.866089271950386,35.38468468826962,34.86590544202463,7.73677208931094,3.443560409907242,1.0384235511093913,2.7329619798000784,0.07551334183607299,car,6,6,6,3,4,2,4,6,2,6,6,6,3,4,2,4,6
26.537595088401897,33.75713023072792,33.751027246075616,14.697157757271196,2.342627456197217,0.9962810857254376,2.2607370429157725,-0.0327581816849972,car,6,6,6,4,2,2,3,4,2,6,6,6,4,2,2,3,4
14.943941478480163,33.347680982938535,32.301497124124786,147.66969706576228,2.6704198750498307,1.972692797723166,2.4397069984980977,-0.31112500695476236,car,5,6,6,6,3,4,3,1,2,5,6,6,6,3,4,3,1
11.153844186950318,18.633105389698578,18.307271332215663,31.088854480618156,4.574002012357699,1.954779160649637,4.048069405239494,0.053678690581247517,car,4,4,4,6,5,4,5,6,2,4,4,4,6,5,4,5,6
16.06766556429513,21.17772970578026,20.953509339384123,12.371935098584453,5.1157702552788376,2.9245882967160064,4.371046418869958,0.05785877375063882,car,5,5,5,4,5,5,6,6,2,5,5,5,4,5,5,6,6
14.942131056408853,21.31307233435792,20.926671118050763,25.760769378089076,5.068317421220076,2.8489945022344294,4.614350149240301,-0.06565384524860486,car,5,5,5,5,5,5,6,3,2,5,5,5,5,5,5,6,3
11.268486081265051,17.861509425248297,17.857838827297744,17.506916578905674,3.535758273295059,2.998741210189068,3.3401619829404847,-0.07070657266540857,car,4,4,4,4,4,5,5,3,2,4,4,4,4,4,5,5,3
6.9925536372797215,17.26370089236083,16.467283490863178,17.369660562190827,4.824703490843914,3.4709889208435243,4.165491388683882,-0.02009364614238068,car,3,4,4,4,5,6,5,4,2,3,4,4,4,5,6,5,4
13.043957681818524,19.03812491308817,18.97309083971176,28.551708172931665,2.8828614672664976,1.758799358623017,2.6158799028933384,-0.16899996744165893,car,5,4,4,6,3,3,3,2,2,5,4,4,6,3,3,3,2
8.0982406115865,15.57922924255769,15.579228835350087,21.571143691831587,5.0573875347585036,4.0991813429480475,3.9284687619289334,0.03372808656811273,car,3,3,3,5,5,6,5,6,2,3,3,3,5,5,6,5,6
9.540778338551709,15.557515886443053,14.894181879003364,17.60360260731124,6.439679632580537,3.0599820875648183,4.69367175147077,-0.11881854474791663,car,4,3,3,4,6,5,6,2,2,4,3,3,4,6,5,6,2
17.769296402496995,21.129785246876914,21.12978346662774,15.160004734287241,3.333753403278463,1.3496409501915936,2.8023166644779747,0.19993927022459346,car,6,5,5,4,4,3,4,6,2,6,5,5,4,4,3,4,6
14.622785098836326,20.686570919404122,20.38989629305373,25.909054502954213,2.743798018638204,1.9060764044571539,2.557239725850558,-0.1123402677210253,car,5,5,5,5,3,4,3,2,2,5,5,5,5,3,4,3,2
11.644900834458253,17.043439649666333,17.02679970087868,20.82762221224605,4.146598108164241,1.3552040562829413,2.690417488241582,-0.06572601483122259,car,4,3,4,5,5,3,3,3,2,4,3,4,5,5,3,3,3
15.000876710728418,21.129796892359032,21.119113337601814,33.48208847986387,3.1792616142828507,1.7702664538362938,2.5863974743036744,-0.18877804959962463,car,5,5,5,6,3,3,3,2,2,5,5,5,6,3,3,3,2
16.10722313830896,22.285872945211228,21.63741899879,29.48742240539885,3.749747332333224,2.6906531265804055,3.6297428354676637,0.18132858775933736,car,5,5,5,6,4,5,5,6,2,5,5,5,6,4,5,5,6
10.46004817237525,17.317600000255354,16.906377611538787,17.3868102916225,4.112055471934087,1.5362135849871905,3.272854834444727,-0.06019921449021104,car,4,4,4,4,4,3,4,3,2,4,4,4,4,4,3,4,3
1.6752101703687703,3.4744809389755793,2.1677648360291104,1.8357367058004943,0.03762784618416293,0.7318849800349175,-0.4702721123572961,-0.8098267298509166,car,1,1,1,2,1,2,1,1,2,1,1,1,2,1,2,1,1
8.802251652447246,20.255824655149805,17.416127197710953,22.09126701996801,6.8267888254035585,4.363722210411734,6.301475299536405,-0.0035666773968410976,car,3,5,4,5,6,6,6,5,2,3,5,4,5,6,6,6,5
9.725679173179419,16.749647297706446,16.084386184122867,19.1004394710364,4.301463605467811,2.3025220418581656,3.3169885545838866,0.0015920418406435396,car,4,3,3,5,5,4,4,5,2,4,3,3,5,5,4,4,5
7.909331244519804,13.567038135927094,13.414048060360264,15.748596454854772,2.5613611023002445,1.5249639231876972,1.9805348592726464,-0.3215332570751945,car,3,3,3,4,3,3,2,1,2,3,3,3,4,3,3,2,1
12.37411984367348,20.66711125062674,19.998777965383862,28.42391726919867,17.9620407573235,6.409280990938043,9.677213820855643,0.14396253189951186,car,4,5,5,6,6,6,6,6,2,4,5,5,6,6,6,6,6
